yearterm,subject,crse,sec,onlineFCQ,bd_continuing_education,instructor_last,instructor_first,forms_requested,forms_returned,percentage_passed,course_overall,course_overall_SD,instructoroverall,instructoroverall_SD,total_hours,prior_interest,effectiveness,availability,challenge,amount_learned,respect,course_title,courseOverall_old,courseOverall_SD_old,instrOverall_old,instrOverall_SD_old,r_Fair,r_Access,workload,r_Divstu,r_Diviss,r_Presnt,r_Explan,r_Assign,r_Motiv,r_Learn,r_Complx,campus,college,aSdiv,level,fcqdept,instructor_group,i_Num
20137,MATH,1081,024,OL,,HOWER,JOHN,30,14,1,4,1.176513671875,2.28564453125,1.437255859375,4-6,3.0712890625,2.42822265625,2.92822265625,4.7138671875,4.5712890625,4.8564453125,CALCULUS/SOCSCI&BUS,,,,,,,,,,,,,,,,BD,AS,NS,LD,MATH,TA,1
20137,MATH,1110,001,OL,,RADULESCU,ANCA,25,16,1,3.4375,1.209228515625,4.5,1.154541015625,4-6,4,4,4.8125,2.75,3,5.875,MATHEMATICSFORELEMEDU,,,,,,,,,,,,,,,,BD,AS,NS,LD,MATH,OTH,1
20137,MATH,1110,002,OL,,RADULESCU,ANCA,25,16,1,4.75,1.483154296875,5.375,1.2041015625,4-6,3.9375,5,5.25,3.625,4.4375,5.9375,MATHEMATICSFORELEMEDU,,,,,,,,,,,,,,,,BD,AS,NS,LD,MATH,OTH,1
20137,MATH,1110,003,OL,,CHHAY,BORAMEY,29,19,1,4.3154296875,1.33544921875,4.630859375,1.25634765625,0-3,3.68408203125,4.1572265625,4.7890625,2.57861328125,3.63134765625,5.7890625,MATHEMATICSFORELEMEDU,,,,,,,,,,,,,,,,BD,AS,NS,LD,MATH,TA,1
20137,MATH,1150,010,OL,,NEWBERRY,PATRICK,125,67,1,4.357421875,1.442626953125,4.955078125,1.55126953125,7-9,3.328125,4.681640625,5.2080078125,5.0146484375,4.2236328125,5.8173828125,PRECALCULUSMATHEMATICS,,,,,,,,,,,,,,,,BD,AS,NS,LD,MATH,OTH,1
20137,MATH,1150,011,,,KELLER,JUSTIN,30,23,1,3.2607421875,1.286865234375,3.39111328125,1.587890625,7-9,3,3.173828125,3.6953125,4.73828125,3.47802734375,5.7822265625,PRECALCULUSMATHEMATICS,,,,,,,,,,,,,,,,BD,AS,NS,LD,MATH,TA,1
20137,MATH,1150,012,,,KELLER,JUSTIN,34,23,0.9564208984375,3.22705078125,1.020263671875,4.044921875,1.2138671875,10-12,2.6083984375,3.173828125,4.2265625,5.4345703125,3.86328125,5.390625,PRECALCULUSMATHEMATICS,,,,,,,,,,,,,,,,BD,AS,NS,LD,MATH,TA,1
20137,MATH,1150,013,,,KELLER,JUSTIN,32,27,1,3.4443359375,1.423095703125,4.2958984375,1.381591796875,7-9,2.74072265625,3.3701171875,4.3837890625,4.92578125,3.814453125,5.517578125,PRECALCULUSMATHEMATICS,,,,,,,,,,,,,,,,BD,AS,NS,LD,MATH,TA,1
20137,MATH,1150,014,,,KELLER,JUSTIN,29,25,1,4.119140625,1.09228515625,4.8798828125,1.166015625,7-9,2.7197265625,4.0390625,4.3193359375,5.279296875,4.1591796875,5.919921875,PRECALCULUSMATHEMATICS,,,,,,,,,,,,,,,,BD,AS,NS,LD,MATH,TA,1
20137,MATH,1150,020,,,WAKEFIELD,NATHAN,116,77,1,4.48046875,1.119140625,5.25,1.021240234375,7-9,3.181640625,4.5712890625,5.119140625,4.8173828125,4.2587890625,5.8828125,PRECALCULUSMATHEMATICS,,,,,,,,,,,,,,,,BD,AS,NS,LD,MATH,OTH,1
20137,MATH,1150,021,,,FEAVER,AMY,30,13,1,4.5380859375,0.66015625,4.9228515625,0.759521484375,7-9,3.3076171875,4.3076171875,5.076171875,4.7685546875,4.5380859375,5.9228515625,PRECALCULUSMATHEMATICS,,,,,,,,,,,,,,,,BD,AS,NS,LD,MATH,TA,1
